Name,Surname,Homework1,Homework2,Homework3,Homework4,Homework5,Exam
Name15356,Surname15356,10,3,4,3,8,10
Name15357,Surname15357,1,1,9,9,8,8
Name15358,Surname15358,1,3,3,2,10,1
Name15359,Surname15359,1,8,2,2,10,6
Name15360,Surname15360,10,1,4,2,6,2
Name15361,Surname15361,3,2,7,4,8,8
Name15362,Surname15362,8,8,7,10,9,8
Name15363,Surname15363,2,6,1,7,3,6
Name15364,Surname15364,10,2,10,2,6,8
Name15365,Surname15365,4,5,7,9,9,2
Name15366,Surname15366,1,3,8,9,1,9
Name15367,Surname15367,5,3,10,4,3,10
Name15368,Surname15368,4,9,5,9,8,4
Name15369,Surname15369,5,2,10,4,5,7
Name15370,Surname15370,4,9,1,3,3,3
Name15371,Surname15371,2,10,2,9,3,9
Name15372,Surname15372,2,7,6,8,1,5
Name15373,Surname15373,3,8,8,4,4,10
Name15374,Surname15374,2,2,4,6,6,7
Name15375,Surname15375,6,10,5,3,6,2
Name15376,Surname15376,7,5,4,3,2,3
Name15377,Surname15377,9,7,5,8,2,6
Name15378,Surname15378,8,2,10,3,8,6
Name15379,Surname15379,2,4,9,7,10,9
Name15380,Surname15380,8,10,9,7,8,6
Name15381,Surname15381,1,9,7,1,9,4
Name15382,Surname15382,6,9,5,5,4,5
Name15383,Surname15383,5,6,10,9,5,9
Name15384,Surname15384,10,5,6,10,2,4
Name15385,Surname15385,7,4,9,3,5,8
Name15386,Surname15386,2,10,5,10,10,9
Name15387,Surname15387,10,8,4,3,4,4
Name15388,Surname15388,9,1,2,8,1,9
Name15389,Surname15389,9,2,7,2,6,9
Name15390,Surname15390,9,9,9,4,10,10
Name15391,Surname15391,1,4,10,2,1,3
Name15392,Surname15392,3,6,1,6,1,6
Name15393,Surname15393,7,3,8,6,6,2
Name15394,Surname15394,9,2,1,2,9,3
Name15395,Surname15395,6,3,7,9,2,4
Name15396,Surname15396,6,7,8,7,8,4
Name15397,Surname15397,1,7,9,1,1,9
Name15398,Surname15398,2,2,8,10,10,2
Name15399,Surname15399,5,2,2,10,4,3
Name15400,Surname15400,10,10,7,7,8,4
Name15401,Surname15401,2,3,5,3,6,3
Name15402,Surname15402,10,10,10,3,7,9
Name15403,Surname15403,3,7,5,5,5,4
Name15404,Surname15404,6,7,2,4,5,8
Name15405,Surname15405,9,7,9,2,10,3
Name15406,Surname15406,3,2,9,7,6,3
Name15407,Surname15407,3,5,3,6,5,5
Name15408,Surname15408,10,1,4,9,6,5
Name15409,Surname15409,5,2,8,8,2,10
Name15410,Surname15410,10,10,8,3,5,1
Name15411,Surname15411,7,6,1,9,5,6
Name15412,Surname15412,5,4,6,5,4,4
Name15413,Surname15413,6,4,9,6,4,2
Name15414,Surname15414,5,6,6,9,4,9
Name15415,Surname15415,8,9,9,3,10,8
Name15416,Surname15416,1,9,5,10,5,2
Name15417,Surname15417,3,4,4,6,10,6
Name15418,Surname15418,4,5,3,9,7,10
Name15419,Surname15419,9,2,9,10,3,7
Name15420,Surname15420,7,1,7,6,5,8
Name15421,Surname15421,5,4,8,1,1,6
Name15422,Surname15422,4,10,10,9,10,2
Name15423,Surname15423,2,8,8,5,9,10
Name15424,Surname15424,7,6,9,4,3,10
Name15425,Surname15425,8,8,4,6,1,2
Name15426,Surname15426,1,2,3,4,3,9
Name15427,Surname15427,8,10,2,2,7,1
Name15428,Surname15428,9,4,8,1,6,5
Name15429,Surname15429,2,2,8,5,4,6
Name15430,Surname15430,7,7,8,4,6,3
Name15431,Surname15431,2,3,5,4,4,9
Name15432,Surname15432,3,7,2,9,7,7
Name15433,Surname15433,7,9,3,1,5,9
Name15434,Surname15434,6,10,8,6,10,6
Name15435,Surname15435,6,2,1,7,2,2
Name15436,Surname15436,9,6,5,9,10,9
Name15437,Surname15437,7,3,7,5,9,4
Name15438,Surname15438,9,5,10,3,1,2
Name15439,Surname15439,2,3,6,5,4,1
Name15440,Surname15440,10,8,8,6,6,8
Name15441,Surname15441,1,1,2,8,4,1
Name15442,Surname15442,4,5,4,4,6,4
Name15443,Surname15443,8,5,5,10,7,7
Name15444,Surname15444,8,10,1,6,8,8
Name15445,Surname15445,5,8,4,10,8,4
Name15446,Surname15446,6,1,7,6,6,9
Name15447,Surname15447,5,3,5,9,6,5
Name15448,Surname15448,10,2,6,9,2,8
Name15449,Surname15449,6,5,3,9,3,9
Name15450,Surname15450,2,4,10,3,10,7
Name15451,Surname15451,6,3,8,5,10,7
Name15452,Surname15452,2,4,8,5,6,10
Name15453,Surname15453,7,5,4,2,1,6
Name15454,Surname15454,9,9,5,5,3,5
Name15455,Surname15455,8,3,3,1,3,5
Name15456,Surname15456,1,2,8,4,6,6
Name15457,Surname15457,9,3,2,7,10,9
Name15458,Surname15458,3,6,5,4,9,9
Name15459,Surname15459,1,6,1,5,1,4
Name15460,Surname15460,9,6,5,10,2,1
Name15461,Surname15461,6,4,4,10,10,2
Name15462,Surname15462,9,3,6,6,7,2
Name15463,Surname15463,2,7,9,4,5,5
Name15464,Surname15464,5,5,7,7,10,6
Name15465,Surname15465,4,9,2,7,4,2
Name15466,Surname15466,7,4,4,2,9,9
Name15467,Surname15467,7,2,4,7,9,3
Name15468,Surname15468,10,2,6,10,6,5
Name15469,Surname15469,4,2,9,3,1,6
Name15470,Surname15470,8,7,1,2,6,8
Name15471,Surname15471,9,1,7,1,3,8
Name15472,Surname15472,5,9,10,7,10,5
Name15473,Surname15473,4,2,9,8,1,2
Name15474,Surname15474,8,5,3,5,2,10
Name15475,Surname15475,1,8,8,5,7,6
Name15476,Surname15476,8,10,7,8,7,3
Name15477,Surname15477,7,6,8,1,8,3
Name15478,Surname15478,4,2,3,2,9,6
Name15479,Surname15479,4,4,5,4,6,2
Name15480,Surname15480,5,10,1,7,6,7
Name15481,Surname15481,9,2,9,4,10,2
Name15482,Surname15482,1,8,1,2,9,7
Name15483,Surname15483,1,8,1,2,4,5
Name15484,Surname15484,3,5,7,1,4,3
Name15485,Surname15485,7,10,10,8,5,2
Name15486,Surname15486,7,9,3,4,1,10
Name15487,Surname15487,8,8,5,10,9,2
Name15488,Surname15488,7,5,6,9,4,5
Name15489,Surname15489,1,1,10,6,2,3
Name15490,Surname15490,4,8,4,10,8,6
Name15491,Surname15491,6,10,10,5,4,7
Name15492,Surname15492,6,5,5,9,5,2
Name15493,Surname15493,8,9,6,9,10,5
Name15494,Surname15494,7,8,2,10,2,7
Name15495,Surname15495,9,6,8,6,9,10
Name15496,Surname15496,4,1,2,5,6,1
Name15497,Surname15497,2,1,9,3,7,10
Name15498,Surname15498,4,10,6,9,1,5
Name15499,Surname15499,4,4,3,5,5,8
Name15500,Surname15500,6,9,1,8,4,4
Name15501,Surname15501,1,2,7,1,3,9
Name15502,Surname15502,4,1,3,2,3,4
Name15503,Surname15503,6,7,1,7,8,8
Name15504,Surname15504,1,9,10,8,3,6
Name15505,Surname15505,5,6,10,4,8,9
Name15506,Surname15506,1,4,9,8,5,2
Name15507,Surname15507,9,2,2,5,2,8
Name15508,Surname15508,10,2,10,6,7,2
Name15509,Surname15509,6,4,7,6,7,6
Name15510,Surname15510,1,10,1,3,1,9
Name15511,Surname15511,5,2,6,7,1,5
Name15512,Surname15512,7,1,5,7,3,1
Name15513,Surname15513,9,2,6,3,9,5
Name15514,Surname15514,9,5,1,4,1,7
Name15515,Surname15515,6,6,1,1,2,8
Name15516,Surname15516,7,2,10,6,9,4
Name15517,Surname15517,5,4,5,10,1,3
Name15518,Surname15518,5,2,10,7,1,2
Name15519,Surname15519,3,2,6,7,1,2
Name15520,Surname15520,8,3,7,8,7,4
Name15521,Surname15521,10,7,2,7,10,5
Name15522,Surname15522,5,4,3,1,1,1
Name15523,Surname15523,10,4,7,6,9,6
Name15524,Surname15524,6,8,4,7,4,4
Name15525,Surname15525,10,9,7,4,5,10
Name15526,Surname15526,5,1,6,5,9,2
Name15527,Surname15527,5,8,4,1,6,1
Name15528,Surname15528,6,6,9,10,10,4
Name15529,Surname15529,9,6,2,4,3,8
Name15530,Surname15530,1,6,10,1,10,2
Name15531,Surname15531,10,6,5,7,6,6
Name15532,Surname15532,6,10,8,1,10,7
Name15533,Surname15533,8,10,2,10,9,2
Name15534,Surname15534,10,3,2,5,6,8
Name15535,Surname15535,9,3,5,3,3,5
Name15536,Surname15536,4,6,3,9,4,2
Name15537,Surname15537,1,3,3,9,8,7
Name15538,Surname15538,4,10,5,2,4,9
Name15539,Surname15539,5,6,3,8,6,4
Name15540,Surname15540,8,3,7,7,3,2
Name15541,Surname15541,1,8,8,10,7,2
Name15542,Surname15542,6,2,3,10,9,7
Name15543,Surname15543,2,10,7,4,2,5
Name15544,Surname15544,5,4,5,10,10,5
Name15545,Surname15545,6,7,3,3,9,7
Name15546,Surname15546,9,5,2,10,6,10
Name15547,Surname15547,9,3,6,3,5,4
Name15548,Surname15548,6,9,8,8,3,1
Name15549,Surname15549,3,6,5,4,5,3
Name15550,Surname15550,7,4,10,3,2,1
Name15551,Surname15551,2,5,10,1,1,6
Name15552,Surname15552,3,3,5,5,4,8
Name15553,Surname15553,6,7,3,3,9,8
Name15554,Surname15554,3,4,3,7,5,5
Name15555,Surname15555,3,7,4,8,2,7
Name15556,Surname15556,8,3,7,3,4,2
Name15557,Surname15557,8,2,1,9,7,3
Name15558,Surname15558,3,4,4,3,7,5
Name15559,Surname15559,8,8,3,7,5,6
Name15560,Surname15560,9,3,9,5,6,2
Name15561,Surname15561,6,9,2,9,6,10
Name15562,Surname15562,1,4,10,9,3,4
Name15563,Surname15563,1,6,2,10,10,4
Name15564,Surname15564,8,1,7,8,9,4
Name15565,Surname15565,10,2,7,8,5,10
Name15566,Surname15566,1,5,10,10,1,8
Name15567,Surname15567,8,8,7,10,4,7
Name15568,Surname15568,8,3,6,9,1,10
Name15569,Surname15569,6,9,10,7,1,10
Name15570,Surname15570,2,7,8,3,8,8
Name15571,Surname15571,6,8,8,6,5,7
Name15572,Surname15572,6,7,1,3,7,1
Name15573,Surname15573,7,1,1,8,1,3
Name15574,Surname15574,3,6,5,8,1,5
Name15575,Surname15575,8,5,7,9,1,6
Name15576,Surname15576,9,3,1,3,4,8
Name15577,Surname15577,10,5,3,6,2,7
Name15578,Surname15578,8,5,3,3,6,7
Name15579,Surname15579,3,10,7,5,1,4
Name15580,Surname15580,6,9,1,5,3,6
Name15581,Surname15581,7,8,9,1,1,4
Name15582,Surname15582,4,3,4,8,7,5
Name15583,Surname15583,1,6,2,7,5,1
Name15584,Surname15584,3,2,4,9,2,3
Name15585,Surname15585,6,7,9,10,3,10
Name15586,Surname15586,8,7,7,10,8,1
Name15587,Surname15587,3,1,8,1,2,4
Name15588,Surname15588,5,7,8,10,7,9
Name15589,Surname15589,9,3,5,2,6,3
Name15590,Surname15590,5,6,6,4,1,4
Name15591,Surname15591,4,6,3,9,2,5
Name15592,Surname15592,2,7,4,9,2,5
Name15593,Surname15593,3,1,2,6,9,10
Name15594,Surname15594,8,9,9,7,3,3
Name15595,Surname15595,5,5,3,10,7,1
Name15596,Surname15596,2,7,2,6,10,10
Name15597,Surname15597,4,6,3,3,8,3
Name15598,Surname15598,9,8,6,3,8,6
Name15599,Surname15599,10,4,3,6,2,7
Name15600,Surname15600,1,5,3,7,9,2
Name15601,Surname15601,2,8,6,5,9,10
Name15602,Surname15602,2,2,2,2,6,4
Name15603,Surname15603,10,5,5,6,1,5
Name15604,Surname15604,3,3,10,9,3,4
Name15605,Surname15605,7,2,5,10,5,2
Name15606,Surname15606,7,2,8,8,3,3
Name15607,Surname15607,10,10,10,6,9,6
Name15608,Surname15608,4,9,2,8,5,2
Name15609,Surname15609,5,1,1,3,8,2
Name15610,Surname15610,4,9,3,7,10,5
Name15611,Surname15611,8,6,5,10,7,3
Name15612,Surname15612,9,5,10,9,7,7
Name15613,Surname15613,1,3,3,2,3,5
Name15614,Surname15614,9,5,5,9,10,7
Name15615,Surname15615,7,8,1,7,4,7
Name15616,Surname15616,8,1,3,10,5,4
Name15617,Surname15617,8,10,4,10,10,3
Name15618,Surname15618,8,4,5,1,4,2
Name15619,Surname15619,6,9,10,1,8,1
Name15620,Surname15620,8,2,3,8,6,8
Name15621,Surname15621,6,5,5,9,9,8
Name15622,Surname15622,4,2,10,9,10,9
Name15623,Surname15623,5,10,1,4,7,6
Name15624,Surname15624,1,9,1,10,9,2
Name15625,Surname15625,6,1,8,7,6,5
Name15626,Surname15626,4,1,6,8,3,5
Name15627,Surname15627,2,4,7,7,1,1
Name15628,Surname15628,7,1,1,2,8,3
Name15629,Surname15629,6,4,7,6,1,5
Name15630,Surname15630,10,10,8,5,5,7
Name15631,Surname15631,7,8,9,4,8,4
Name15632,Surname15632,9,4,5,10,5,9
Name15633,Surname15633,9,6,5,1,8,7
Name15634,Surname15634,1,1,3,10,8,1
Name15635,Surname15635,7,3,8,3,7,4
Name15636,Surname15636,8,6,10,10,2,4
Name15637,Surname15637,9,1,9,10,2,8
Name15638,Surname15638,4,5,6,9,3,6
Name15639,Surname15639,4,9,9,2,5,2
Name15640,Surname15640,6,10,10,2,9,5
Name15641,Surname15641,10,1,9,6,3,7
Name15642,Surname15642,2,3,7,5,1,4
Name15643,Surname15643,4,5,1,3,7,7
Name15644,Surname15644,8,8,6,4,2,3
Name15645,Surname15645,7,8,9,10,7,1
Name15646,Surname15646,5,3,7,1,1,5
Name15647,Surname15647,4,8,7,6,7,9
Name15648,Surname15648,10,5,4,8,3,4
Name15649,Surname15649,5,6,2,3,10,5
Name15650,Surname15650,9,5,5,6,8,10
Name15651,Surname15651,7,7,6,10,7,8
Name15652,Surname15652,8,6,2,3,4,3
Name15653,Surname15653,3,6,10,9,3,4
Name15654,Surname15654,2,3,2,7,1,5
Name15655,Surname15655,8,2,2,7,9,8
Name15656,Surname15656,1,9,6,5,9,8
Name15657,Surname15657,5,9,4,7,4,5
Name15658,Surname15658,9,9,1,9,9,4
Name15659,Surname15659,7,2,1,6,6,2
Name15660,Surname15660,5,3,3,6,3,4
Name15661,Surname15661,5,1,5,1,1,4
Name15662,Surname15662,1,5,7,3,3,2
Name15663,Surname15663,3,1,4,3,2,4
Name15664,Surname15664,6,8,5,4,2,9
Name15665,Surname15665,7,3,7,5,3,9
Name15666,Surname15666,3,8,7,1,10,1
Name15667,Surname15667,8,9,7,7,10,2
Name15668,Surname15668,4,6,5,3,2,4
Name15669,Surname15669,7,2,4,1,3,7
Name15670,Surname15670,9,9,1,3,1,8
Name15671,Surname15671,1,2,7,9,6,1
Name15672,Surname15672,1,8,3,8,9,3
Name15673,Surname15673,10,10,6,9,9,10
Name15674,Surname15674,6,8,3,6,7,3
Name15675,Surname15675,8,7,10,5,4,10
Name15676,Surname15676,2,3,8,4,7,8
Name15677,Surname15677,2,8,5,7,2,4
Name15678,Surname15678,6,4,10,3,4,2
Name15679,Surname15679,7,9,6,2,6,1
Name15680,Surname15680,5,3,9,8,6,9
Name15681,Surname15681,1,4,1,4,7,7
Name15682,Surname15682,4,2,8,5,3,10
Name15683,Surname15683,5,4,10,3,10,2
Name15684,Surname15684,6,3,8,2,2,2
Name15685,Surname15685,3,9,4,9,8,3
Name15686,Surname15686,9,4,10,8,9,2
Name15687,Surname15687,1,9,6,2,7,1
Name15688,Surname15688,9,7,9,9,1,7
Name15689,Surname15689,1,9,2,6,3,6
Name15690,Surname15690,5,4,5,4,1,7
Name15691,Surname15691,7,10,4,4,9,8
Name15692,Surname15692,7,10,10,9,6,8
Name15693,Surname15693,7,1,7,4,1,7
Name15694,Surname15694,9,10,2,9,7,9
Name15695,Surname15695,7,6,3,1,5,1
Name15696,Surname15696,5,6,5,9,3,8
Name15697,Surname15697,10,9,1,7,1,3
Name15698,Surname15698,1,5,3,5,5,10
Name15699,Surname15699,7,10,9,9,6,3
Name15700,Surname15700,4,8,8,2,5,5
Name15701,Surname15701,4,7,7,9,1,2
Name15702,Surname15702,1,8,3,6,8,3
Name15703,Surname15703,8,3,9,6,5,9
Name15704,Surname15704,5,1,7,4,8,2
Name15705,Surname15705,4,2,6,5,10,3
Name15706,Surname15706,6,8,9,6,2,7
Name15707,Surname15707,5,6,5,8,2,5
Name15708,Surname15708,5,5,4,1,3,5
Name15709,Surname15709,9,2,6,5,5,3
Name15710,Surname15710,6,2,5,6,6,7
Name15711,Surname15711,10,6,6,1,4,4
Name15712,Surname15712,9,3,7,2,8,4
Name15713,Surname15713,2,5,8,3,3,6
Name15714,Surname15714,8,6,1,10,10,8
Name15715,Surname15715,8,7,5,4,5,1
Name15716,Surname15716,3,9,6,5,5,3
Name15717,Surname15717,1,2,4,8,6,8
Name15718,Surname15718,1,5,7,2,2,10
Name15719,Surname15719,8,6,4,10,6,9
Name15720,Surname15720,3,8,10,10,6,1
Name15721,Surname15721,4,5,2,6,9,3
Name15722,Surname15722,7,1,4,5,2,8
Name15723,Surname15723,1,5,1,4,10,5
Name15724,Surname15724,2,8,2,8,9,2
Name15725,Surname15725,4,9,2,6,6,5
Name15726,Surname15726,3,9,4,3,8,4
Name15727,Surname15727,3,7,3,1,6,9
Name15728,Surname15728,5,6,5,9,3,2
Name15729,Surname15729,10,5,6,9,8,1
Name15730,Surname15730,5,1,10,1,10,10
Name15731,Surname15731,4,7,5,6,7,3
Name15732,Surname15732,1,3,2,4,4,6
Name15733,Surname15733,7,9,3,8,8,7
Name15734,Surname15734,7,7,5,1,4,6
Name15735,Surname15735,3,3,5,10,9,10
Name15736,Surname15736,1,5,5,6,5,6
Name15737,Surname15737,10,4,2,6,10,10
Name15738,Surname15738,6,9,1,10,5,2
Name15739,Surname15739,5,4,2,4,1,8
Name15740,Surname15740,6,1,4,7,3,3
Name15741,Surname15741,1,9,6,9,10,5
Name15742,Surname15742,9,2,3,4,1,9
Name15743,Surname15743,9,2,5,6,7,4
Name15744,Surname15744,8,3,3,9,9,2
Name15745,Surname15745,4,6,4,7,8,8
Name15746,Surname15746,8,10,7,7,9,3
Name15747,Surname15747,6,10,3,9,3,10
Name15748,Surname15748,7,4,4,8,1,2
Name15749,Surname15749,4,10,7,4,9,2
Name15750,Surname15750,4,7,2,8,3,2
Name15751,Surname15751,8,3,7,4,5,9
Name15752,Surname15752,4,2,6,7,10,9
Name15753,Surname15753,9,8,4,4,10,6
Name15754,Surname15754,2,2,4,2,10,9
Name15755,Surname15755,4,10,9,5,6,10
Name15756,Surname15756,5,6,8,9,2,2
Name15757,Surname15757,9,4,7,8,9,1
Name15758,Surname15758,6,8,4,4,1,8
Name15759,Surname15759,8,6,2,3,3,8
Name15760,Surname15760,6,8,6,3,6,5
Name15761,Surname15761,6,10,5,6,7,3
Name15762,Surname15762,1,3,3,5,1,10
Name15763,Surname15763,4,7,4,4,5,7
Name15764,Surname15764,8,1,6,10,8,2
Name15765,Surname15765,1,2,10,9,2,1
Name15766,Surname15766,10,2,5,3,4,7
Name15767,Surname15767,8,4,6,2,8,4
Name15768,Surname15768,6,8,9,1,9,9
Name15769,Surname15769,2,8,9,10,10,5
Name15770,Surname15770,4,1,7,8,8,10
Name15771,Surname15771,9,6,9,5,7,4
Name15772,Surname15772,6,8,7,5,3,9
Name15773,Surname15773,9,8,7,4,4,10
Name15774,Surname15774,5,7,3,1,6,5
Name15775,Surname15775,1,7,10,1,9,2
Name15776,Surname15776,6,3,8,2,5,2
Name15777,Surname15777,6,10,10,2,2,4
Name15778,Surname15778,2,6,8,8,8,4
Name15779,Surname15779,4,6,1,2,6,6
Name15780,Surname15780,4,7,3,9,1,3
Name15781,Surname15781,1,3,5,9,9,6
Name15782,Surname15782,6,1,10,6,3,7
Name15783,Surname15783,7,5,8,1,2,7
Name15784,Surname15784,7,8,3,1,9,7
Name15785,Surname15785,7,4,2,1,4,2
Name15786,Surname15786,4,1,3,4,10,3
Name15787,Surname15787,6,1,8,6,4,10
Name15788,Surname15788,9,1,9,8,10,6
Name15789,Surname15789,4,10,3,6,10,9
Name15790,Surname15790,3,9,4,4,7,7
Name15791,Surname15791,9,5,10,10,10,4
Name15792,Surname15792,10,4,9,1,7,6
Name15793,Surname15793,3,1,8,5,2,7
Name15794,Surname15794,9,9,4,10,4,4
Name15795,Surname15795,3,7,2,1,4,10
Name15796,Surname15796,4,7,9,3,10,8
Name15797,Surname15797,8,2,10,3,4,10
Name15798,Surname15798,5,5,9,5,4,2
Name15799,Surname15799,5,3,4,3,9,4
Name15800,Surname15800,9,2,10,10,9,1
Name15801,Surname15801,1,4,8,10,4,7
Name15802,Surname15802,9,5,9,8,5,6
Name15803,Surname15803,4,6,6,3,8,7
Name15804,Surname15804,6,6,3,8,1,3
Name15805,Surname15805,1,2,7,5,8,1
Name15806,Surname15806,10,5,6,9,7,5
Name15807,Surname15807,10,7,9,2,3,7
Name15808,Surname15808,1,6,7,2,5,10
Name15809,Surname15809,3,10,4,8,3,1
Name15810,Surname15810,2,4,5,4,7,9
Name15811,Surname15811,6,10,8,5,6,7
Name15812,Surname15812,8,1,6,6,3,1
Name15813,Surname15813,7,6,2,5,5,7
Name15814,Surname15814,5,6,10,9,10,5
Name15815,Surname15815,5,1,8,6,4,9
Name15816,Surname15816,2,6,2,5,10,7
Name15817,Surname15817,4,7,2,4,10,5
Name15818,Surname15818,2,5,8,1,8,1
Name15819,Surname15819,9,6,1,4,3,2
Name15820,Surname15820,3,8,2,6,5,10
Name15821,Surname15821,4,10,10,1,1,6
Name15822,Surname15822,9,6,4,8,3,1
Name15823,Surname15823,4,2,9,2,9,8
Name15824,Surname15824,8,7,2,2,4,9
Name15825,Surname15825,10,5,3,8,8,3
Name15826,Surname15826,3,8,9,8,2,3
Name15827,Surname15827,8,3,10,2,1,1
Name15828,Surname15828,4,10,10,6,3,5
Name15829,Surname15829,2,2,2,5,4,5
Name15830,Surname15830,8,1,3,8,8,1
Name15831,Surname15831,10,10,8,4,1,1
Name15832,Surname15832,6,1,5,1,6,8
Name15833,Surname15833,5,10,9,3,9,5
Name15834,Surname15834,6,10,3,8,6,3
Name15835,Surname15835,2,8,4,1,3,2
Name15836,Surname15836,10,7,10,2,3,2
Name15837,Surname15837,5,6,7,6,5,9
Name15838,Surname15838,4,4,5,1,5,6
Name15839,Surname15839,8,7,10,4,7,9
Name15840,Surname15840,9,1,9,7,1,5
Name15841,Surname15841,8,8,2,1,1,3
Name15842,Surname15842,8,5,1,3,8,6
Name15843,Surname15843,8,1,5,7,9,10
Name15844,Surname15844,1,7,10,2,3,1
Name15845,Surname15845,7,10,1,10,4,9
Name15846,Surname15846,8,4,5,8,8,2
Name15847,Surname15847,1,1,7,9,9,7
Name15848,Surname15848,10,3,7,3,7,3
Name15849,Surname15849,8,6,3,4,3,7
Name15850,Surname15850,4,10,9,8,1,10
Name15851,Surname15851,3,9,3,10,6,1
Name15852,Surname15852,8,3,7,6,3,6
Name15853,Surname15853,7,4,1,6,6,6
Name15854,Surname15854,8,9,3,3,1,9
Name15855,Surname15855,7,9,2,2,3,6
Name15856,Surname15856,2,4,5,1,10,4
Name15857,Surname15857,1,4,8,4,9,10
Name15858,Surname15858,4,8,3,1,7,10
Name15859,Surname15859,2,6,2,6,3,6
Name15860,Surname15860,3,6,4,4,8,2
Name15861,Surname15861,9,2,7,8,2,2
Name15862,Surname15862,10,8,4,8,3,2
Name15863,Surname15863,9,3,8,5,6,1
Name15864,Surname15864,2,8,3,3,6,7
Name15865,Surname15865,7,6,3,3,9,3
Name15866,Surname15866,7,1,8,3,2,5
Name15867,Surname15867,2,8,6,7,10,3
Name15868,Surname15868,4,2,3,9,1,7
Name15869,Surname15869,3,4,9,6,3,7
Name15870,Surname15870,4,6,7,5,3,8
Name15871,Surname15871,4,3,9,3,10,1
Name15872,Surname15872,10,5,1,10,5,10
Name15873,Surname15873,1,10,7,8,2,1
Name15874,Surname15874,8,6,3,1,5,9
Name15875,Surname15875,7,4,7,4,2,4
Name15876,Surname15876,3,7,3,5,8,4
Name15877,Surname15877,8,8,2,8,4,9
Name15878,Surname15878,4,3,3,9,4,3
Name15879,Surname15879,10,2,7,8,4,5
Name15880,Surname15880,2,9,10,2,6,10
Name15881,Surname15881,7,10,3,2,8,4
Name15882,Surname15882,8,3,10,8,4,8
Name15883,Surname15883,2,8,8,6,6,10
Name15884,Surname15884,3,1,8,5,10,9
Name15885,Surname15885,7,10,2,1,8,5
Name15886,Surname15886,2,4,9,2,9,2
Name15887,Surname15887,5,10,9,9,1,9
Name15888,Surname15888,1,10,9,9,7,7
Name15889,Surname15889,10,1,9,9,5,6
Name15890,Surname15890,7,2,7,1,3,10
Name15891,Surname15891,9,2,9,5,2,4
Name15892,Surname15892,10,9,5,3,2,5
Name15893,Surname15893,3,7,4,2,9,4
Name15894,Surname15894,2,1,6,10,5,8
Name15895,Surname15895,5,4,4,8,9,2
Name15896,Surname15896,3,3,10,7,8,2
Name15897,Surname15897,9,10,4,3,5,9
Name15898,Surname15898,2,7,9,2,6,6
Name15899,Surname15899,1,5,6,10,4,1
Name15900,Surname15900,5,6,8,4,9,9
Name15901,Surname15901,3,5,1,1,8,1
Name15902,Surname15902,3,1,3,10,3,9
Name15903,Surname15903,5,1,8,8,6,6
Name15904,Surname15904,8,2,1,6,3,5
Name15905,Surname15905,6,4,2,1,6,8
Name15906,Surname15906,6,6,9,8,3,7
Name15907,Surname15907,8,6,1,1,10,7
Name15908,Surname15908,10,6,1,8,2,1
Name15909,Surname15909,9,10,2,10,4,7
Name15910,Surname15910,1,1,7,10,8,2
Name15911,Surname15911,6,2,10,1,10,2
Name15912,Surname15912,8,1,8,5,6,1
Name15913,Surname15913,6,6,8,9,8,2
Name15914,Surname15914,10,2,8,10,10,2
Name15915,Surname15915,10,2,6,1,5,5
Name15916,Surname15916,1,10,4,5,5,6
Name15917,Surname15917,7,4,6,1,4,6
Name15918,Surname15918,5,3,4,7,4,1
Name15919,Surname15919,3,1,5,1,1,8
Name15920,Surname15920,5,10,3,10,9,2
Name15921,Surname15921,5,1,8,2,5,9
Name15922,Surname15922,4,8,3,8,8,1
Name15923,Surname15923,2,5,6,7,5,7
Name15924,Surname15924,6,9,5,5,2,7
Name15925,Surname15925,6,4,3,1,5,9
Name15926,Surname15926,4,8,3,6,5,3
Name15927,Surname15927,5,8,2,4,5,2
Name15928,Surname15928,8,10,9,6,2,6
Name15929,Surname15929,9,9,5,4,5,3
Name15930,Surname15930,7,3,9,8,3,9
Name15931,Surname15931,2,5,9,10,1,5
Name15932,Surname15932,10,8,2,1,10,6
Name15933,Surname15933,8,9,3,10,1,6
Name15934,Surname15934,7,3,1,10,3,8
Name15935,Surname15935,5,10,8,8,5,5
Name15936,Surname15936,8,6,6,9,1,8
Name15937,Surname15937,1,2,1,9,8,6
Name15938,Surname15938,8,8,3,6,9,8
Name15939,Surname15939,1,4,1,9,2,2
Name15940,Surname15940,6,3,4,9,10,9
Name15941,Surname15941,5,10,4,3,8,7
Name15942,Surname15942,4,1,1,1,4,2
Name15943,Surname15943,5,2,3,9,9,3
Name15944,Surname15944,8,10,1,8,8,8
Name15945,Surname15945,8,2,4,10,4,8
Name15946,Surname15946,7,7,5,9,4,1
Name15947,Surname15947,9,8,5,9,5,4
Name15948,Surname15948,2,10,1,6,2,6
Name15949,Surname15949,1,10,3,9,6,9
Name15950,Surname15950,4,10,2,3,1,5
Name15951,Surname15951,1,4,5,5,3,6
Name15952,Surname15952,9,8,8,8,1,8
Name15953,Surname15953,3,3,3,9,1,5
Name15954,Surname15954,8,8,1,8,7,2
Name15955,Surname15955,9,3,1,3,1,1
Name15956,Surname15956,6,7,5,2,5,3
Name15957,Surname15957,9,7,5,4,5,1
Name15958,Surname15958,4,6,1,7,8,5
Name15959,Surname15959,5,1,10,7,10,10
Name15960,Surname15960,5,5,5,7,10,7
Name15961,Surname15961,5,2,6,7,6,5
Name15962,Surname15962,7,2,2,5,10,1
