Name,Surname,Homework1,Homework2,Homework3,Homework4,Homework5,Exam
Name2584,Surname2584,3,3,2,8,5,5
Name2585,Surname2585,10,8,6,7,2,10
Name2586,Surname2586,9,10,6,7,9,6
Name2587,Surname2587,10,7,1,8,10,8
Name2588,Surname2588,4,2,5,3,5,2
Name2589,Surname2589,2,9,4,1,7,7
Name2590,Surname2590,5,1,9,6,9,8
Name2591,Surname2591,2,6,1,9,9,3
Name2592,Surname2592,8,4,5,3,4,9
Name2593,Surname2593,5,4,3,7,1,2
Name2594,Surname2594,4,8,3,3,1,10
Name2595,Surname2595,3,4,2,7,7,7
Name2596,Surname2596,3,3,9,7,6,3
Name2597,Surname2597,1,9,1,9,9,3
Name2598,Surname2598,7,6,7,6,10,6
Name2599,Surname2599,3,4,7,6,1,5
Name2600,Surname2600,10,1,3,6,8,5
Name2601,Surname2601,4,9,8,8,8,6
Name2602,Surname2602,6,6,9,4,7,9
Name2603,Surname2603,5,10,8,8,8,7
Name2604,Surname2604,4,4,8,7,5,5
Name2605,Surname2605,1,10,10,5,3,7
Name2606,Surname2606,8,6,8,7,6,3
Name2607,Surname2607,2,6,10,4,9,5
Name2608,Surname2608,5,10,5,1,10,1
Name2609,Surname2609,9,7,2,1,2,9
Name2610,Surname2610,4,6,6,10,7,4
Name2611,Surname2611,10,3,3,4,10,5
Name2612,Surname2612,2,8,3,3,8,6
Name2613,Surname2613,4,2,2,7,6,7
Name2614,Surname2614,9,2,2,5,1,4
Name2615,Surname2615,7,7,9,10,6,5
Name2616,Surname2616,6,1,4,8,9,7
Name2617,Surname2617,1,9,10,9,10,2
Name2618,Surname2618,7,4,10,7,5,9
Name2619,Surname2619,1,5,10,9,5,1
Name2620,Surname2620,7,4,10,4,5,8
Name2621,Surname2621,7,9,6,7,6,5
Name2622,Surname2622,3,6,1,1,8,5
Name2623,Surname2623,1,9,6,10,8,5
Name2624,Surname2624,4,3,3,5,7,7
Name2625,Surname2625,8,4,6,10,10,7
Name2626,Surname2626,5,4,5,1,10,6
Name2627,Surname2627,1,4,10,3,10,5
Name2628,Surname2628,10,8,8,8,10,7
Name2629,Surname2629,10,5,4,4,3,3
Name2630,Surname2630,9,2,4,5,4,3
Name2631,Surname2631,4,7,2,6,6,3
Name2632,Surname2632,6,2,4,6,1,7
Name2633,Surname2633,6,10,3,8,4,6
Name2634,Surname2634,7,6,1,4,7,7
Name2635,Surname2635,1,8,1,9,5,9
Name2636,Surname2636,6,2,8,2,3,7
Name2637,Surname2637,3,6,6,5,8,3
Name2638,Surname2638,3,8,3,4,2,8
Name2639,Surname2639,10,4,5,9,6,10
Name2640,Surname2640,8,9,3,4,1,4
Name2641,Surname2641,10,1,8,4,8,4
Name2642,Surname2642,2,7,9,10,9,5
Name2643,Surname2643,5,8,4,3,3,1
Name2644,Surname2644,3,7,1,9,2,9
Name2645,Surname2645,3,2,9,9,8,7
Name2646,Surname2646,4,10,10,7,7,2
Name2647,Surname2647,1,4,4,3,10,1
Name2648,Surname2648,3,9,10,9,10,1
Name2649,Surname2649,2,2,2,9,8,1
Name2650,Surname2650,8,2,2,2,9,5
Name2651,Surname2651,10,6,3,3,7,4
Name2652,Surname2652,5,10,1,4,5,4
Name2653,Surname2653,9,6,1,2,8,4
Name2654,Surname2654,3,5,1,10,8,10
Name2655,Surname2655,3,4,8,4,8,4
Name2656,Surname2656,5,5,2,3,8,10
Name2657,Surname2657,8,9,5,3,4,10
Name2658,Surname2658,9,10,2,5,2,9
Name2659,Surname2659,1,9,4,10,1,10
Name2660,Surname2660,5,6,4,3,4,5
Name2661,Surname2661,1,1,1,2,2,7
Name2662,Surname2662,3,7,7,3,7,9
Name2663,Surname2663,1,9,6,9,10,1
Name2664,Surname2664,6,8,1,4,10,8
Name2665,Surname2665,2,3,3,2,4,5
Name2666,Surname2666,3,8,9,5,4,9
Name2667,Surname2667,9,10,10,7,5,4
Name2668,Surname2668,3,8,5,4,7,10
Name2669,Surname2669,6,5,4,10,5,4
Name2670,Surname2670,6,8,3,2,5,10
Name2671,Surname2671,1,1,7,3,10,1
Name2672,Surname2672,2,9,8,8,3,5
Name2673,Surname2673,4,1,7,10,4,7
Name2674,Surname2674,9,5,5,7,1,10
Name2675,Surname2675,4,6,2,3,5,2
Name2676,Surname2676,5,9,4,8,5,9
Name2677,Surname2677,3,8,2,6,7,4
Name2678,Surname2678,8,10,6,8,10,9
Name2679,Surname2679,5,7,3,7,8,3
Name2680,Surname2680,5,1,9,7,5,2
Name2681,Surname2681,5,7,6,1,10,9
Name2682,Surname2682,1,4,7,3,1,6
Name2683,Surname2683,7,9,9,9,3,9
Name2684,Surname2684,7,9,1,9,5,4
Name2685,Surname2685,1,6,2,6,6,8
Name2686,Surname2686,6,2,10,4,10,4
Name2687,Surname2687,9,6,5,10,8,2
Name2688,Surname2688,6,9,7,4,2,8
Name2689,Surname2689,5,8,2,6,3,1
Name2690,Surname2690,2,1,7,6,3,9
Name2691,Surname2691,1,6,9,4,3,3
Name2692,Surname2692,6,10,3,9,5,7
Name2693,Surname2693,8,5,8,6,3,7
Name2694,Surname2694,6,3,4,8,7,8
Name2695,Surname2695,2,3,5,8,1,3
Name2696,Surname2696,8,4,10,3,5,6
Name2697,Surname2697,4,7,5,10,9,10
Name2698,Surname2698,9,9,6,6,10,4
Name2699,Surname2699,7,3,10,4,3,6
Name2700,Surname2700,10,2,10,5,6,3
Name2701,Surname2701,5,5,8,2,1,10
Name2702,Surname2702,1,8,9,10,4,2
Name2703,Surname2703,4,8,3,10,3,2
Name2704,Surname2704,5,6,1,5,4,5
Name2705,Surname2705,2,8,2,6,3,2
Name2706,Surname2706,6,3,10,6,3,5
Name2707,Surname2707,5,5,2,4,8,10
Name2708,Surname2708,5,8,7,5,7,3
Name2709,Surname2709,4,2,5,3,9,10
Name2710,Surname2710,4,1,4,1,4,4
Name2711,Surname2711,5,6,8,3,2,2
Name2712,Surname2712,7,7,1,8,5,2
Name2713,Surname2713,4,5,1,9,2,7
Name2714,Surname2714,2,1,8,7,7,5
Name2715,Surname2715,3,5,3,9,4,4
Name2716,Surname2716,10,2,5,10,3,7
Name2717,Surname2717,4,2,7,8,6,8
Name2718,Surname2718,8,3,3,9,2,10
Name2719,Surname2719,9,1,8,6,5,8
Name2720,Surname2720,1,10,5,4,1,7
Name2721,Surname2721,4,9,2,7,5,8
Name2722,Surname2722,1,3,1,3,4,7
Name2723,Surname2723,5,10,10,10,5,4
Name2724,Surname2724,6,9,9,5,1,6
Name2725,Surname2725,10,2,3,6,8,6
Name2726,Surname2726,10,4,8,9,9,2
Name2727,Surname2727,3,6,1,7,3,9
Name2728,Surname2728,7,10,4,3,10,3
Name2729,Surname2729,8,10,7,5,5,5
Name2730,Surname2730,9,4,8,6,3,2
Name2731,Surname2731,7,6,7,2,6,3
Name2732,Surname2732,6,5,8,8,9,8
Name2733,Surname2733,5,5,10,1,8,5
Name2734,Surname2734,7,9,7,1,9,7
Name2735,Surname2735,8,2,6,2,3,8
Name2736,Surname2736,4,10,9,5,8,1
Name2737,Surname2737,9,6,9,3,9,1
Name2738,Surname2738,3,9,3,1,3,4
Name2739,Surname2739,6,8,5,4,1,1
Name2740,Surname2740,4,5,2,2,8,8
Name2741,Surname2741,6,7,1,9,6,3
Name2742,Surname2742,5,4,1,3,7,6
Name2743,Surname2743,4,5,3,4,8,10
Name2744,Surname2744,7,7,9,1,8,3
Name2745,Surname2745,10,1,10,3,8,7
Name2746,Surname2746,2,5,4,5,4,7
Name2747,Surname2747,1,6,10,2,1,1
Name2748,Surname2748,3,5,7,1,1,5
Name2749,Surname2749,4,6,4,3,8,7
Name2750,Surname2750,2,6,4,2,9,10
Name2751,Surname2751,7,6,3,8,6,3
Name2752,Surname2752,6,9,6,3,5,3
Name2753,Surname2753,4,9,3,6,6,9
Name2754,Surname2754,6,10,1,9,2,2
Name2755,Surname2755,8,9,5,7,7,1
Name2756,Surname2756,8,5,6,1,6,10
Name2757,Surname2757,8,6,2,8,9,1
Name2758,Surname2758,3,10,4,7,6,2
Name2759,Surname2759,4,9,7,2,9,9
Name2760,Surname2760,6,9,6,3,7,10
Name2761,Surname2761,10,8,2,9,9,7
Name2762,Surname2762,2,1,6,7,2,8
Name2763,Surname2763,3,5,7,2,9,9
Name2764,Surname2764,1,7,5,1,3,3
Name2765,Surname2765,3,3,8,1,8,4
Name2766,Surname2766,2,2,6,5,10,9
Name2767,Surname2767,4,5,2,1,2,6
Name2768,Surname2768,3,6,8,4,4,9
Name2769,Surname2769,2,8,10,5,1,8
Name2770,Surname2770,9,6,1,8,10,3
Name2771,Surname2771,7,10,9,1,8,3
Name2772,Surname2772,5,9,4,8,2,2
Name2773,Surname2773,4,6,6,5,4,8
Name2774,Surname2774,9,4,1,4,6,4
Name2775,Surname2775,8,3,6,7,8,6
Name2776,Surname2776,8,8,6,6,2,8
Name2777,Surname2777,8,3,3,4,6,3
Name2778,Surname2778,7,5,9,5,7,4
Name2779,Surname2779,6,7,7,10,9,4
Name2780,Surname2780,7,9,7,5,1,5
Name2781,Surname2781,1,9,9,5,6,7
Name2782,Surname2782,9,7,6,1,1,4
Name2783,Surname2783,10,3,6,10,10,5
Name2784,Surname2784,1,6,7,2,7,2
Name2785,Surname2785,10,2,8,10,4,7
Name2786,Surname2786,8,1,10,3,10,5
Name2787,Surname2787,1,2,4,8,10,9
Name2788,Surname2788,2,5,6,7,8,8
Name2789,Surname2789,10,4,6,7,6,9
Name2790,Surname2790,1,2,5,10,1,2
Name2791,Surname2791,8,1,3,1,7,6
Name2792,Surname2792,10,2,4,3,1,7
Name2793,Surname2793,8,4,4,8,2,3
Name2794,Surname2794,7,2,1,1,8,6
Name2795,Surname2795,3,9,2,10,5,5
Name2796,Surname2796,9,2,5,3,7,1
Name2797,Surname2797,4,1,5,6,5,1
Name2798,Surname2798,2,7,2,9,1,10
Name2799,Surname2799,6,3,10,4,7,1
Name2800,Surname2800,6,9,1,2,8,8
Name2801,Surname2801,8,7,2,8,7,4
Name2802,Surname2802,10,10,2,10,8,10
Name2803,Surname2803,3,7,6,7,1,5
Name2804,Surname2804,7,6,1,8,6,7
Name2805,Surname2805,8,9,7,6,1,9
Name2806,Surname2806,2,9,10,10,2,2
Name2807,Surname2807,3,9,5,1,9,5
Name2808,Surname2808,3,4,8,1,4,2
Name2809,Surname2809,2,4,4,3,9,5
Name2810,Surname2810,2,6,3,1,5,10
Name2811,Surname2811,4,5,10,10,2,9
Name2812,Surname2812,4,8,6,10,2,3
Name2813,Surname2813,8,5,1,10,2,6
Name2814,Surname2814,4,2,9,9,1,7
Name2815,Surname2815,10,8,2,3,9,2
Name2816,Surname2816,3,8,1,4,9,4
Name2817,Surname2817,2,2,6,1,4,9
Name2818,Surname2818,5,8,5,7,9,1
Name2819,Surname2819,9,9,6,8,8,8
Name2820,Surname2820,9,5,9,7,7,9
Name2821,Surname2821,4,10,5,1,9,7
Name2822,Surname2822,10,2,7,5,1,8
Name2823,Surname2823,10,9,1,2,3,4
Name2824,Surname2824,4,10,10,3,3,3
Name2825,Surname2825,8,1,9,2,6,10
Name2826,Surname2826,1,10,2,4,10,4
Name2827,Surname2827,6,6,5,1,2,5
Name2828,Surname2828,2,3,7,9,2,4
Name2829,Surname2829,6,4,8,10,9,8
Name2830,Surname2830,5,1,3,5,9,10
Name2831,Surname2831,9,6,8,7,8,8
Name2832,Surname2832,1,3,6,10,2,5
Name2833,Surname2833,6,3,3,8,6,4
Name2834,Surname2834,4,4,9,3,6,1
Name2835,Surname2835,1,4,10,10,10,10
Name2836,Surname2836,9,2,5,8,1,1
Name2837,Surname2837,9,10,8,7,3,5
Name2838,Surname2838,8,8,10,8,9,6
Name2839,Surname2839,7,5,5,2,1,1
Name2840,Surname2840,9,9,4,4,8,5
Name2841,Surname2841,4,1,5,10,8,4
Name2842,Surname2842,10,8,4,4,3,8
Name2843,Surname2843,2,7,5,6,6,10
Name2844,Surname2844,8,9,7,8,5,6
Name2845,Surname2845,8,7,2,5,1,5
Name2846,Surname2846,1,5,6,10,9,6
Name2847,Surname2847,5,10,5,9,3,10
Name2848,Surname2848,3,5,4,9,4,7
Name2849,Surname2849,3,1,7,9,5,8
Name2850,Surname2850,6,9,7,1,6,10
Name2851,Surname2851,1,6,8,7,7,8
Name2852,Surname2852,10,7,2,3,6,10
Name2853,Surname2853,6,8,9,3,4,4
Name2854,Surname2854,5,1,9,5,9,5
Name2855,Surname2855,1,9,9,9,2,7
Name2856,Surname2856,4,7,9,3,6,1
Name2857,Surname2857,3,8,5,3,7,1
Name2858,Surname2858,3,5,3,9,5,7
Name2859,Surname2859,5,7,9,6,8,7
Name2860,Surname2860,3,7,2,1,4,10
Name2861,Surname2861,2,4,6,2,9,10
Name2862,Surname2862,3,6,8,7,1,5
Name2863,Surname2863,8,1,6,2,5,8
Name2864,Surname2864,3,1,5,4,2,6
Name2865,Surname2865,5,5,8,7,8,7
Name2866,Surname2866,7,1,1,6,10,6
Name2867,Surname2867,8,9,10,1,8,8
Name2868,Surname2868,7,3,5,6,5,5
Name2869,Surname2869,3,10,3,9,4,3
Name2870,Surname2870,8,5,4,5,10,8
Name2871,Surname2871,1,6,2,8,8,2
Name2872,Surname2872,4,7,8,7,1,9
Name2873,Surname2873,1,2,7,4,9,9
Name2874,Surname2874,9,9,10,10,3,2
Name2875,Surname2875,4,10,3,8,1,8
Name2876,Surname2876,7,6,7,7,5,1
Name2877,Surname2877,3,6,2,8,8,2
Name2878,Surname2878,9,10,5,7,9,8
Name2879,Surname2879,4,6,2,8,5,5
Name2880,Surname2880,9,2,2,10,2,4
Name2881,Surname2881,4,8,6,4,2,6
Name2882,Surname2882,5,2,2,10,9,4
Name2883,Surname2883,6,5,3,6,10,7
Name2884,Surname2884,8,6,2,7,1,5
Name2885,Surname2885,7,9,6,7,1,6
Name2886,Surname2886,3,3,10,4,8,8
Name2887,Surname2887,4,6,4,7,4,7
Name2888,Surname2888,1,3,3,6,5,10
Name2889,Surname2889,1,10,9,10,9,9
Name2890,Surname2890,9,2,4,9,8,8
Name2891,Surname2891,10,3,7,3,10,1
Name2892,Surname2892,2,7,8,5,6,9
Name2893,Surname2893,7,3,8,1,6,5
Name2894,Surname2894,2,9,4,2,10,3
Name2895,Surname2895,10,9,6,4,5,4
Name2896,Surname2896,6,10,6,9,9,3
Name2897,Surname2897,3,7,5,5,8,6
Name2898,Surname2898,7,2,7,2,8,1
Name2899,Surname2899,8,7,10,7,1,3
Name2900,Surname2900,10,2,3,10,1,6
Name2901,Surname2901,1,4,9,7,4,6
Name2902,Surname2902,1,8,4,2,8,7
Name2903,Surname2903,8,4,10,2,6,4
Name2904,Surname2904,3,10,2,5,9,4
Name2905,Surname2905,1,9,7,8,9,2
Name2906,Surname2906,3,9,10,4,9,1
Name2907,Surname2907,5,8,3,8,5,4
Name2908,Surname2908,4,10,7,7,7,3
Name2909,Surname2909,5,6,8,10,10,1
Name2910,Surname2910,10,6,3,9,9,3
Name2911,Surname2911,10,2,8,1,8,8
Name2912,Surname2912,10,10,4,3,10,4
Name2913,Surname2913,1,8,8,10,8,1
Name2914,Surname2914,4,10,4,4,9,2
Name2915,Surname2915,9,3,2,5,4,9
Name2916,Surname2916,9,4,9,4,6,2
Name2917,Surname2917,9,7,5,5,3,8
Name2918,Surname2918,6,1,5,9,4,10
Name2919,Surname2919,4,9,9,4,3,7
Name2920,Surname2920,4,2,9,2,9,1
Name2921,Surname2921,2,1,9,2,8,10
Name2922,Surname2922,7,10,10,8,9,9
Name2923,Surname2923,6,10,9,2,6,1
Name2924,Surname2924,1,4,2,1,2,9
Name2925,Surname2925,3,2,8,10,6,8
Name2926,Surname2926,8,7,1,1,9,8
Name2927,Surname2927,2,4,5,9,4,9
Name2928,Surname2928,2,3,5,8,6,1
Name2929,Surname2929,6,5,8,9,7,2
Name2930,Surname2930,3,10,3,7,1,1
Name2931,Surname2931,9,6,7,9,1,9
Name2932,Surname2932,7,5,4,6,9,3
Name2933,Surname2933,4,4,9,4,9,10
Name2934,Surname2934,4,5,4,4,5,2
Name2935,Surname2935,9,10,6,7,4,7
Name2936,Surname2936,4,5,6,9,7,4
Name2937,Surname2937,9,7,1,1,7,7
Name2938,Surname2938,1,4,4,1,6,6
Name2939,Surname2939,10,10,3,2,7,5
Name2940,Surname2940,1,3,6,1,6,1
Name2941,Surname2941,3,8,9,1,7,10
Name2942,Surname2942,6,10,3,9,6,2
Name2943,Surname2943,1,6,9,8,7,9
Name2944,Surname2944,10,5,2,8,10,5
Name2945,Surname2945,3,1,3,3,9,3
Name2946,Surname2946,10,1,4,1,8,9
Name2947,Surname2947,1,8,4,3,8,8
Name2948,Surname2948,7,1,9,10,10,3
Name2949,Surname2949,8,1,2,10,3,10
Name2950,Surname2950,9,9,8,5,5,1
Name2951,Surname2951,7,10,8,3,2,2
Name2952,Surname2952,3,2,6,6,6,4
Name2953,Surname2953,4,3,8,9,10,2
Name2954,Surname2954,2,4,5,1,4,10
Name2955,Surname2955,5,8,6,2,5,1
Name2956,Surname2956,3,2,4,5,10,10
Name2957,Surname2957,4,5,3,7,8,8
Name2958,Surname2958,8,8,10,9,5,9
Name2959,Surname2959,6,9,5,9,5,10
Name2960,Surname2960,7,3,10,6,6,1
Name2961,Surname2961,3,9,9,7,4,5
Name2962,Surname2962,8,8,9,2,4,6
Name2963,Surname2963,1,4,1,10,5,5
Name2964,Surname2964,6,8,3,4,8,1
Name2965,Surname2965,7,5,9,9,9,10
Name2966,Surname2966,5,7,3,10,7,8
Name2967,Surname2967,1,8,3,10,2,9
Name2968,Surname2968,5,5,6,9,10,5
Name2969,Surname2969,4,5,9,3,3,9
Name2970,Surname2970,6,1,1,10,6,1
Name2971,Surname2971,1,8,5,7,7,5
Name2972,Surname2972,8,7,4,6,7,7
Name2973,Surname2973,2,9,9,6,10,5
Name2974,Surname2974,3,10,9,2,2,7
Name2975,Surname2975,1,7,10,3,7,3
Name2976,Surname2976,4,9,4,5,1,1
Name2977,Surname2977,6,10,7,1,4,2
Name2978,Surname2978,3,4,9,5,9,1
Name2979,Surname2979,1,10,3,7,10,5
Name2980,Surname2980,4,7,9,7,10,7
Name2981,Surname2981,1,1,2,3,1,2
Name2982,Surname2982,7,5,4,3,3,10
Name2983,Surname2983,9,7,8,1,1,2
Name2984,Surname2984,2,5,2,4,1,4
Name2985,Surname2985,10,9,4,8,6,4
Name2986,Surname2986,1,9,9,5,8,7
Name2987,Surname2987,10,4,2,5,10,9
Name2988,Surname2988,8,9,9,1,7,7
Name2989,Surname2989,5,10,2,3,7,5
Name2990,Surname2990,5,6,6,6,1,10
Name2991,Surname2991,2,3,3,9,5,3
Name2992,Surname2992,5,9,1,8,4,4
Name2993,Surname2993,8,5,10,7,5,3
Name2994,Surname2994,6,1,5,9,10,4
Name2995,Surname2995,4,10,3,7,9,5
Name2996,Surname2996,10,4,5,7,6,3
Name2997,Surname2997,7,5,8,1,10,1
Name2998,Surname2998,5,2,2,6,9,9
Name2999,Surname2999,2,2,1,4,6,2
Name3000,Surname3000,1,4,2,2,8,2
Name3001,Surname3001,10,8,5,3,2,9
Name3002,Surname3002,7,5,3,8,3,5
Name3003,Surname3003,1,10,3,5,4,10
Name3004,Surname3004,5,1,8,7,4,4
Name3005,Surname3005,6,8,9,8,1,10
Name3006,Surname3006,5,8,4,3,6,1
Name3007,Surname3007,1,6,5,10,6,5
Name3008,Surname3008,1,4,1,6,7,1
Name3009,Surname3009,8,3,6,7,3,6
Name3010,Surname3010,4,8,2,8,8,10
Name3011,Surname3011,5,6,1,5,7,4
Name3012,Surname3012,5,1,7,7,3,7
Name3013,Surname3013,2,5,3,10,4,9
Name3014,Surname3014,3,2,9,10,8,6
Name3015,Surname3015,7,9,2,10,2,7
Name3016,Surname3016,1,4,4,7,5,7
Name3017,Surname3017,1,3,9,1,9,5
Name3018,Surname3018,6,8,3,2,1,8
Name3019,Surname3019,7,2,6,10,10,6
Name3020,Surname3020,7,2,2,9,4,1
Name3021,Surname3021,7,6,8,5,9,5
Name3022,Surname3022,10,6,9,2,5,4
Name3023,Surname3023,1,4,10,1,10,7
Name3024,Surname3024,9,2,8,1,10,9
Name3025,Surname3025,5,4,4,3,6,4
Name3026,Surname3026,4,10,5,6,5,9
Name3027,Surname3027,4,10,8,10,6,4
Name3028,Surname3028,3,6,9,1,8,3
Name3029,Surname3029,9,5,1,6,4,7
Name3030,Surname3030,1,10,6,1,2,1
Name3031,Surname3031,6,10,6,7,6,10
Name3032,Surname3032,2,6,7,7,1,3
Name3033,Surname3033,9,5,1,6,3,2
Name3034,Surname3034,5,2,5,5,10,8
Name3035,Surname3035,2,5,10,6,9,7
Name3036,Surname3036,8,2,4,8,6,6
Name3037,Surname3037,5,10,8,4,5,9
Name3038,Surname3038,6,4,10,5,2,1
Name3039,Surname3039,5,5,9,7,6,8
Name3040,Surname3040,8,1,3,9,8,3
Name3041,Surname3041,8,4,9,3,3,10
Name3042,Surname3042,9,8,9,10,7,1
Name3043,Surname3043,1,1,5,9,6,5
Name3044,Surname3044,7,5,2,6,7,6
Name3045,Surname3045,9,2,4,3,1,1
Name3046,Surname3046,4,10,2,5,2,5
Name3047,Surname3047,2,3,5,8,7,6
Name3048,Surname3048,5,8,4,10,6,2
Name3049,Surname3049,2,3,8,3,8,7
Name3050,Surname3050,2,4,4,6,3,8
Name3051,Surname3051,5,2,3,1,8,10
Name3052,Surname3052,10,10,1,5,6,3
Name3053,Surname3053,2,10,6,1,7,1
Name3054,Surname3054,2,5,6,6,7,1
Name3055,Surname3055,5,6,9,4,10,4
Name3056,Surname3056,9,3,10,6,10,9
Name3057,Surname3057,8,2,9,3,6,1
Name3058,Surname3058,10,3,6,6,9,9
Name3059,Surname3059,4,6,9,2,2,6
Name3060,Surname3060,9,6,8,6,3,3
Name3061,Surname3061,1,8,4,4,6,3
Name3062,Surname3062,4,8,1,4,10,10
Name3063,Surname3063,7,4,4,2,7,1
Name3064,Surname3064,4,4,5,1,1,1
Name3065,Surname3065,5,10,10,7,10,4
Name3066,Surname3066,3,2,4,9,1,6
Name3067,Surname3067,9,6,2,2,9,7
Name3068,Surname3068,7,7,1,7,4,7
Name3069,Surname3069,3,4,2,7,7,6
Name3070,Surname3070,2,5,6,1,9,8
Name3071,Surname3071,2,4,10,2,7,3
Name3072,Surname3072,2,7,2,8,5,4
Name3073,Surname3073,2,8,6,8,7,4
Name3074,Surname3074,8,10,4,7,2,9
Name3075,Surname3075,5,7,9,6,10,5
Name3076,Surname3076,3,7,1,10,6,9
Name3077,Surname3077,3,2,8,9,2,7
Name3078,Surname3078,8,3,6,10,2,7
Name3079,Surname3079,6,8,7,9,9,4
Name3080,Surname3080,3,10,8,6,4,5
Name3081,Surname3081,2,4,4,2,5,10
Name3082,Surname3082,8,2,9,6,7,3
Name3083,Surname3083,5,10,4,10,4,8
Name3084,Surname3084,3,2,10,5,9,5
Name3085,Surname3085,8,10,10,10,6,3
Name3086,Surname3086,2,1,3,10,3,8
Name3087,Surname3087,5,3,3,2,6,10
Name3088,Surname3088,3,6,3,4,5,1
Name3089,Surname3089,10,3,4,9,4,2
Name3090,Surname3090,8,4,1,8,10,10
Name3091,Surname3091,8,4,7,2,2,5
Name3092,Surname3092,8,7,7,4,7,7
Name3093,Surname3093,7,7,5,8,2,7
Name3094,Surname3094,6,4,7,9,8,10
Name3095,Surname3095,10,9,4,2,7,7
Name3096,Surname3096,7,9,3,7,1,1
Name3097,Surname3097,2,3,8,3,2,3
Name3098,Surname3098,5,6,9,7,4,6
Name3099,Surname3099,7,7,10,7,6,6
Name3100,Surname3100,8,7,4,9,2,3
Name3101,Surname3101,4,3,10,6,1,4
Name3102,Surname3102,10,7,6,7,9,8
Name3103,Surname3103,4,7,1,10,6,7
Name3104,Surname3104,6,1,7,10,5,6
Name3105,Surname3105,10,2,10,9,7,9
Name3106,Surname3106,8,10,10,1,8,2
Name3107,Surname3107,1,9,10,5,7,4
Name3108,Surname3108,7,5,2,6,8,2
Name3109,Surname3109,5,3,7,5,1,1
Name3110,Surname3110,4,8,10,2,3,6
Name3111,Surname3111,9,5,4,1,8,1
Name3112,Surname3112,10,7,3,8,5,6
Name3113,Surname3113,6,8,10,7,3,2
Name3114,Surname3114,1,8,9,3,9,10
Name3115,Surname3115,1,4,8,7,7,7
Name3116,Surname3116,10,6,4,6,3,3
Name3117,Surname3117,10,4,9,6,4,10
Name3118,Surname3118,9,3,4,7,7,6
Name3119,Surname3119,9,10,3,3,2,2
Name3120,Surname3120,9,4,6,6,2,9
Name3121,Surname3121,1,10,9,6,7,3
Name3122,Surname3122,9,3,8,4,9,2
Name3123,Surname3123,5,5,5,1,10,6
Name3124,Surname3124,10,3,9,4,5,7
Name3125,Surname3125,8,1,7,1,4,8
Name3126,Surname3126,8,4,2,3,2,9
Name3127,Surname3127,9,9,2,6,6,5
Name3128,Surname3128,10,3,1,3,1,7
Name3129,Surname3129,9,1,1,1,8,3
Name3130,Surname3130,8,9,6,6,4,2
Name3131,Surname3131,5,9,3,4,4,9
Name3132,Surname3132,10,6,2,6,7,7
Name3133,Surname3133,4,5,5,6,2,9
Name3134,Surname3134,3,3,4,9,3,8
Name3135,Surname3135,10,6,2,8,3,2
Name3136,Surname3136,6,6,6,4,10,7
Name3137,Surname3137,10,6,2,8,6,7
Name3138,Surname3138,9,10,5,2,5,5
Name3139,Surname3139,4,7,8,4,6,7
Name3140,Surname3140,8,2,4,1,6,6
Name3141,Surname3141,4,2,5,8,6,9
Name3142,Surname3142,4,6,7,8,4,4
Name3143,Surname3143,8,2,4,1,8,4
Name3144,Surname3144,3,10,8,9,2,6
Name3145,Surname3145,3,9,4,4,6,10
Name3146,Surname3146,6,2,2,10,5,9
Name3147,Surname3147,9,6,9,9,3,7
Name3148,Surname3148,6,7,2,4,5,10
Name3149,Surname3149,1,2,7,3,1,8
Name3150,Surname3150,10,10,4,10,8,3
Name3151,Surname3151,2,7,8,6,8,6
Name3152,Surname3152,4,1,10,2,3,6
Name3153,Surname3153,6,2,4,1,5,2
Name3154,Surname3154,7,3,8,2,6,2
Name3155,Surname3155,3,2,7,7,5,4
Name3156,Surname3156,2,9,10,5,8,4
Name3157,Surname3157,2,1,6,8,2,9
Name3158,Surname3158,9,4,8,7,8,7
Name3159,Surname3159,8,1,5,2,4,5
Name3160,Surname3160,10,7,8,1,3,7
Name3161,Surname3161,7,9,10,8,8,2
Name3162,Surname3162,3,10,10,1,10,6
Name3163,Surname3163,8,2,4,6,5,10
Name3164,Surname3164,4,8,1,2,2,2
Name3165,Surname3165,1,4,4,10,1,5
Name3166,Surname3166,7,2,3,2,4,3
Name3167,Surname3167,5,5,5,3,5,6
Name3168,Surname3168,2,9,3,8,9,3
Name3169,Surname3169,10,1,8,6,8,5
Name3170,Surname3170,3,10,4,9,2,7
Name3171,Surname3171,10,2,5,9,6,8
Name3172,Surname3172,7,5,9,2,9,3
Name3173,Surname3173,6,10,9,5,8,4
Name3174,Surname3174,2,4,2,10,7,8
Name3175,Surname3175,9,8,10,8,4,10
Name3176,Surname3176,4,3,1,3,8,2
Name3177,Surname3177,3,4,6,1,2,1
Name3178,Surname3178,2,4,9,2,2,6
Name3179,Surname3179,2,4,1,6,3,6
Name3180,Surname3180,3,3,9,2,5,3
Name3181,Surname3181,5,3,6,1,9,10
Name3182,Surname3182,5,8,3,4,2,6
Name3183,Surname3183,5,8,5,4,9,3
Name3184,Surname3184,4,3,3,10,4,1
Name3185,Surname3185,1,2,7,4,9,2
Name3186,Surname3186,9,4,8,8,4,8
Name3187,Surname3187,8,1,10,3,8,4
Name3188,Surname3188,4,9,6,9,3,4
Name3189,Surname3189,6,6,6,10,4,3
Name3190,Surname3190,1,8,8,3,6,5
